age,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status
31,athletic,mostly anything,socially,never,graduated from masters program,white,68,-1,executive / management,"doesn&rsquo;t have kids, but wants them",straight,,christianity but not too serious about it,m,cancer and it&rsquo;s fun to think about,no,"english (fluently), french (fluently)",single
39,thin,mostly anything,socially,never,dropped out of ph.d program,white,74,-1,computer / hardware / software,doesn&rsquo;t want kids,gay,dislikes dogs and likes cats,atheism and laughing about it,m,aries but it doesn&rsquo;t matter,no,"english (fluently), chinese (okay), german (poorly), c++ (fluently)",single
25,fit,,often,,dropped out of high school,,69,-1,artistic / musical / writer,"doesn&rsquo;t have kids, and doesn&rsquo;t want any",gay,likes dogs and likes cats,other and laughing about it,m,aquarius but it doesn&rsquo;t matter,sometimes,english,single
41,fit,mostly anything,socially,,graduated from college/university,white,69,-1,artistic / musical / writer,,straight,likes dogs and likes cats,atheism,m,pisces,no,"english, german (poorly)",single
24,skinny,mostly anything,not at all,sometimes,graduated from two-year college,white,69,-1,other,doesn&rsquo;t have kids,straight,,judaism and laughing about it,m,scorpio and it&rsquo;s fun to think about,no,english,single
32,athletic,strictly anything,socially,never,graduated from college/university,"white, other",74,-1,other,doesn&rsquo;t want kids,gay,likes dogs,atheism and very serious about it,m,sagittarius but it doesn&rsquo;t matter,no,"english (fluently), japanese (poorly), korean (poorly)",seeing someone
48,fit,,not at all,never,graduated from med school,white,70,-1,medicine / health,has kids,straight,likes dogs,,m,,no,english,single
39,fit,,socially,,graduated from college/university,white,71,-1,computer / hardware / software,doesn&rsquo;t have kids,straight,likes dogs and likes cats,atheism but not too serious about it,m,capricorn but it doesn&rsquo;t matter,no,english,single
29,fit,vegetarian,socially,,masters program,white,63,-1,artistic / musical / writer,,straight,,agnosticism,f,,no,english,single
42,average,mostly other,socially,never,graduated from college/university,white,64,-1,computer / hardware / software,,gay,likes dogs and has cats,buddhism and laughing about it,f,gemini and it&rsquo;s fun to think about,no,english,single
30,average,mostly anything,socially,never,,white,71,50000,artistic / musical / writer,,straight,likes dogs and has cats,atheism and laughing about it,m,gemini but it doesn&rsquo;t matter,no,english,single
32,average,mostly anything,rarely,never,working on college/university,"native american, white",63,150000,clerical / administrative,has kids,straight,likes dogs and likes cats,other and somewhat serious about it,f,scorpio and it matters a lot,yes,english (fluently),single
27,used up,,very often,sometimes,graduated from masters program,asian,62,250000,other,"doesn&rsquo;t have kids, but might want them",straight,dislikes dogs and dislikes cats,buddhism but not too serious about it,m,pisces and it matters a lot,when drinking,"english, french, german, chinese, sign language",single
29,thin,mostly anything,,,,asian,65,-1,student,,straight,,,f,,,"english, chinese, vietnamese",single
29,fit,,socially,never,graduated from ph.d program,,63,-1,science / tech / engineering,"doesn&rsquo;t have kids, but wants them",straight,,,f,aries and it&rsquo;s fun to think about,no,"english (fluently), german (fluently), persian (fluently), french (okay)",single
30,,,socially,never,graduated from college/university,,66,-1,,,straight,,,f,,no,"english, german, russian, spanish",single
29,skinny,strictly anything,,,graduated from college/university,,62,-1,,,straight,,atheism,f,sagittarius and it&rsquo;s fun to think about,,english,single
36,athletic,,socially,never,masters program,other,72,-1,sales / marketing / biz dev,has a kid,straight,,catholicism but not too serious about it,m,cancer,no,english (fluently),single
26,fit,,socially,never,graduated from college/university,white,65,-1,,,straight,likes dogs,,f,capricorn and it&rsquo;s fun to think about,no,english,single
40,athletic,,socially,,working on masters program,white,70,-1,entertainment / media,,straight,likes dogs and likes cats,,m,virgo but it doesn&rsquo;t matter,when drinking,"english, japanese (poorly), spanish (okay), french (okay), c++ (poorly)",single
34,average,,socially,,working on masters program,"hispanic / latin, white",69,-1,artistic / musical / writer,"doesn&rsquo;t have kids, but wants them",straight,,christianity,f,libra but it doesn&rsquo;t matter,no,english (fluently),single
36,athletic,mostly anything,socially,,graduated from ph.d program,white,70,-1,science / tech / engineering,,straight,likes dogs,agnosticism and laughing about it,m,virgo but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay), chinese (poorly)",single
31,athletic,mostly vegetarian,socially,never,working on ph.d program,white,61,20000,student,,gay,likes dogs and has cats,agnosticism and somewhat serious about it,m,taurus but it doesn&rsquo;t matter,no,english,single
31,,anything,socially,,college/university,white,70,-1,entertainment / media,,straight,likes dogs and has cats,,m,gemini,trying to quit,english,single
39,average,,often,,two-year college,white,70,-1,other,doesn&rsquo;t want kids,gay,likes dogs and has cats,other,m,sagittarius and it&rsquo;s fun to think about,no,english (okay),single
31,fit,,socially,,graduated from masters program,white,62,-1,entertainment / media,,gay,likes dogs,,f,aquarius and it&rsquo;s fun to think about,sometimes,english,single
28,curvy,,socially,never,graduated from college/university,asian,64,-1,,,straight,likes dogs and likes cats,,f,virgo and it&rsquo;s fun to think about,,"english, korean",single
40,a little extra,strictly vegetarian,not at all,often,graduated from ph.d program,white,73,20000,artistic / musical / writer,"doesn&rsquo;t have kids, and doesn&rsquo;t want any",straight,dislikes dogs and likes cats,hinduism and somewhat serious about it,m,aries but it doesn&rsquo;t matter,yes,english,single
51,athletic,mostly anything,socially,sometimes,graduated from two-year college,white,68,-1,banking / financial / real estate,"doesn&rsquo;t have kids, but might want them",straight,likes dogs and likes cats,judaism but not too serious about it,m,libra and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",single
46,average,,socially,sometimes,,asian,61,-1,medicine / health,doesn&rsquo;t want kids,straight,dislikes dogs and dislikes cats,catholicism,f,aries,yes,english,single
56,curvy,strictly other,very often,often,dropped out of high school,hispanic / latin,53,20000,retired,,straight,likes dogs and likes cats,catholicism and very serious about it,f,scorpio and it matters a lot,when drinking,"english (poorly), spanish (fluently), sign language (okay)",single
29,athletic,,rarely,,graduated from college/university,white,77,-1,executive / management,doesn&rsquo;t have kids,straight,likes dogs,buddhism and laughing about it,m,leo and it&rsquo;s fun to think about,no,english,single
27,average,mostly anything,socially,,graduated from college/university,"white, other",69,-1,other,,straight,likes dogs and has cats,other but not too serious about it,m,virgo and it&rsquo;s fun to think about,no,"english (fluently), latin (poorly), spanish (poorly)",single
45,average,anything,socially,never,graduated from college/university,white,69,-1,student,has kids,straight,likes dogs and likes cats,christianity but not too serious about it,m,gemini and it&rsquo;s fun to think about,no,"english (fluently), german (poorly), spanish (poorly)",single
25,fit,vegetarian,rarely,,graduated from college/university,white,70,-1,banking / financial / real estate,,straight,likes dogs and dislikes cats,,f,,no,english,single
25,fit,anything,rarely,never,graduated from masters program,white,74,-1,science / tech / engineering,,straight,likes dogs,agnosticism,m,,no,"english, spanish",single
22,curvy,mostly anything,rarely,sometimes,graduated from college/university,"hispanic / latin, white",71,-1,hospitality / travel,doesn&rsquo;t have kids,bisexual,,atheism,f,,no,"english, spanish (okay)",seeing someone
47,fit,mostly anything,socially,sometimes,graduated from college/university,white,69,-1,computer / hardware / software,doesn&rsquo;t want kids,bisexual,likes dogs and likes cats,agnosticism,m,sagittarius and it&rsquo;s fun to think about,no,english,single
24,thin,,very often,sometimes,dropped out of college/university,"asian, black, native american, other",66,1000000,artistic / musical / writer,,straight,likes dogs and dislikes cats,agnosticism but not too serious about it,f,leo and it&rsquo;s fun to think about,when drinking,"english (fluently), spanish, japanese, farsi",seeing someone
21,average,mostly anything,socially,,,,61,-1,sales / marketing / biz dev,,straight,likes dogs,,f,gemini,yes,"english (fluently), spanish (poorly)",single
51,average,mostly anything,not at all,,graduated from college/university,white,67,-1,science / tech / engineering,,straight,likes dogs and likes cats,agnosticism and laughing about it,m,,no,english,single
55,full figured,mostly anything,rarely,never,graduated from high school,white,66,40000,executive / management,doesn&rsquo;t want kids,straight,has cats,christianity and somewhat serious about it,f,pisces but it doesn&rsquo;t matter,no,english,single
25,average,mostly anything,rarely,never,working on ph.d program,asian,65,-1,,,straight,,christianity,f,pisces,no,"english (fluently), chinese (okay), french (poorly), japanese (poorly)",single
35,athletic,mostly anything,not at all,never,graduated from college/university,"native american, hispanic / latin",71,80000,executive / management,doesn&rsquo;t have kids,straight,likes dogs and likes cats,catholicism,m,capricorn and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay)",single
29,fit,strictly anything,socially,,graduated from masters program,"asian, middle eastern, black, native american, indian, pacific islander, hispanic / latin, white, other",72,-1,science / tech / engineering,,straight,likes dogs and likes cats,,m,scorpio,,english,single
29,average,,socially,never,graduated from masters program,white,71,-1,education / academia,,gay,likes dogs and likes cats,,m,libra and it&rsquo;s fun to think about,no,english,single
29,athletic,,socially,never,working on ph.d program,"middle eastern, white",70,50000,medicine / health,,straight,,,m,,no,"english (fluently), french (okay), spanish (poorly), arabic (fluently), greek (poorly)",single
