EN_YEAR	EN_QUARTER	EN_MONTH	FR_ANNEÉ	FR_TRIMESTRE	FR_MOIS	EN_PROVINCE_TERRITORY	FR_PROVINCE_TERRITOIRE	EN_IMMIGRATION_CATEGORY-COMPONENT	FR_CATÉGORIE_D'IMMIGRATION-COMPOSANTE	TOTAL
2016	Q4	Dec	2016	T4	déc.	Nova Scotia	Nouvelle-Écosse	Skilled Worker	Travailleurs qualifiés	25
2023	Q4	Oct	2023	T4	oct.	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	715
2018	Q2	Apr	2018	T2	avr.	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	425
2021	Q1	Jan	2021	T1	janv.	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	170
2024	Q1	Jan	2024	T1	janv.	New Brunswick	Nouveau-Brunswick	Skilled Worker	Travailleurs qualifiés	65
2015	Q2	Apr	2015	T2	avr.	Alberta	Alberta	Skilled Trade	Métiers spécialisés	--
2023	Q1	Jan	2023	T1	janv.	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience	Catégorie de l’expérience canadienne	10
2022	Q2	May	2022	T2	mai	New Brunswick	Nouveau-Brunswick	Canadian Experience	Catégorie de l’expérience canadienne	15
2018	Q1	Jan	2018	T1	janv.	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	5
2019	Q1	Feb	2019	T1	fév.	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	2080
2016	Q1	Mar	2016	T1	mars	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	35
2025	Q3	Aug	2025	T3	août	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	105
2021	Q2	Apr	2021	T2	avr.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	10
2020	Q1	Jan	2020	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	5
2023	Q2	May	2023	T2	mai	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	300
2025	Q2	Jun	2025	T2	juin	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	50
2016	Q1	Mar	2016	T1	mars	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Worker	Travailleurs qualifiés	5
2021	Q2	Jun	2021	T2	juin	Manitoba	Manitoba	Skilled Worker	Travailleurs qualifiés	5
2024	Q3	Jul	2024	T3	juil.	Prince Edward Island	Île-du-Prince-Édouard	Skilled Worker	Travailleurs qualifiés	5
2016	Q1	Feb	2016	T1	fév.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	--
2016	Q1	Mar	2016	T1	mars	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	295
2021	Q3	Sep	2021	T3	sept.	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	105
2026	Q3	Jul	2026	T3	juil.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	5
2026	Q2	Apr	2026	T2	avr.	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	325
2025	Q3	Aug	2025	T3	août	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	120
2020	Q4	Oct	2020	T4	oct.	Alberta	Alberta	Provincial Nominee Program	Candidats des provinces ou des territoires	245
2017	Q4	Nov	2017	T4	nov.	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience	Catégorie de l’expérience canadienne	--
2025	Q2	May	2025	T2	mai	Yukon	Yukon	Canadian Experience	Catégorie de l’expérience canadienne	--
2020	Q1	Jan	2020	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Trade	Métiers spécialisés	--
2021	Q2	Apr	2021	T2	avr.	New Brunswick	Nouveau-Brunswick	Canadian Experience	Catégorie de l’expérience canadienne	30
2019	Q3	Sep	2019	T3	sept.	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	695
2020	Q2	Apr	2020	T2	avr.	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	955
2020	Q3	Aug	2020	T3	août	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	--
2022	Q1	Mar	2022	T1	mars	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Worker	Travailleurs qualifiés	--
2026	Q3	Jul	2026	T3	juil.	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	550
2019	Q3	Jul	2019	T3	juil.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	10
2025	Q1	Feb	2025	T1	fév.	Nova Scotia	Nouvelle-Écosse	Skilled Worker	Travailleurs qualifiés	20
2024	Q2	May	2024	T2	mai	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	965
2022	Q1	Feb	2022	T1	fév.	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	1280
2015	Q3	Aug	2015	T3	août	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Worker	Travailleurs qualifiés	--
2016	Q4	Nov	2016	T4	nov.	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	140
2018	Q3	Jul	2018	T3	juil.	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	45
2020	Q4	Dec	2020	T4	déc.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Worker	Travailleurs qualifiés	--
2016	Q4	Dec	2016	T4	déc.	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2020	Q4	Nov	2020	T4	nov.	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	200
2021	Q2	Apr	2021	T2	avr.	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	70
2023	Q2	Jun	2023	T2	juin	Yukon	Yukon	Skilled Worker	Travailleurs qualifiés	--
2026	Q3	Jul	2026	T3	juil.	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	475
2015	Q3	Aug	2015	T3	août	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	5
2020	Q2	Jun	2020	T2	juin	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	10
2023	Q4	Dec	2023	T4	déc.	Prince Edward Island	Île-du-Prince-Édouard	Skilled Worker	Travailleurs qualifiés	--
2015	Q4	Dec	2015	T4	déc.	Manitoba	Manitoba	Canadian Experience	Catégorie de l’expérience canadienne	--
2024	Q1	Feb	2024	T1	fév.	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	55
2024	Q1	Jan	2024	T1	janv.	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	330
2024	Q2	Jun	2024	T2	juin	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	580
2021	Q1	Mar	2021	T1	mars	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	120
2023	Q3	Sep	2023	T3	sept.	Yukon	Yukon	Canadian Experience	Catégorie de l’expérience canadienne	--
2019	Q4	Oct	2019	T4	oct.	Prince Edward Island	Île-du-Prince-Édouard	Skilled Worker	Travailleurs qualifiés	--
2023	Q2	Jun	2023	T2	juin	Alberta	Alberta	Skilled Trade	Métiers spécialisés	--
2024	Q4	Dec	2024	T4	déc.	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	160
2024	Q2	Jun	2024	T2	juin	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	280
2024	Q2	Apr	2024	T2	avr.	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	250
2017	Q1	Jan	2017	T1	janv.	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	145
2017	Q2	Jun	2017	T2	juin	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Worker	Travailleurs qualifiés	--
2020	Q4	Dec	2020	T4	déc.	Alberta	Alberta	Skilled Trade	Métiers spécialisés	--
2017	Q1	Mar	2017	T1	mars	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Worker	Travailleurs qualifiés	--
2019	Q2	Apr	2019	T2	avr.	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	520
2020	Q3	Sep	2020	T3	sept.	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	130
2025	Q2	Jun	2025	T2	juin	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience	Catégorie de l’expérience canadienne	--
2024	Q1	Feb	2024	T1	fév.	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	1890
2021	Q4	Dec	2021	T4	déc.	New Brunswick	Nouveau-Brunswick	Canadian Experience	Catégorie de l’expérience canadienne	80
2024	Q3	Jul	2024	T3	juil.	New Brunswick	Nouveau-Brunswick	Canadian Experience	Catégorie de l’expérience canadienne	20
2020	Q2	Jun	2020	T2	juin	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2022	Q4	Dec	2022	T4	déc.	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	1815
2021	Q1	Feb	2021	T1	fév.	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	145
2020	Q4	Dec	2020	T4	déc.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	--
2017	Q1	Jan	2017	T1	janv.	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	295
2024	Q4	Oct	2024	T4	oct.	Nunavut	Nunavut	Skilled Worker	Travailleurs qualifiés	--
2017	Q3	Sep	2017	T3	sept.	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience	Catégorie de l’expérience canadienne	--
2016	Q2	Jun	2016	T2	juin	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	670
2017	Q2	May	2017	T2	mai	British Columbia	Colombie-Britannique	Skilled Trade	Métiers spécialisés	75
2026	Q2	Jun	2026	T2	juin	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience	Catégorie de l’expérience canadienne	--
2019	Q3	Jul	2019	T3	juil.	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience	Catégorie de l’expérience canadienne	--
2017	Q1	Feb	2017	T1	fév.	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	145
2022	Q1	Mar	2022	T1	mars	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	2725
2018	Q3	Sep	2018	T3	sept.	New Brunswick	Nouveau-Brunswick	Canadian Experience	Catégorie de l’expérience canadienne	15
2017	Q3	Aug	2017	T3	août	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	165
2018	Q2	Jun	2018	T2	juin	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	415
2022	Q1	Feb	2022	T1	fév.	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2015	Q4	Nov	2015	T4	nov.	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	820
2016	Q4	Oct	2016	T4	oct.	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	285
2016	Q3	Sep	2016	T3	sept.	Ontario	Ontario	Skilled Trade	Métiers spécialisés	15
2015	Q2	Apr	2015	T2	avr.	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	5
2022	Q3	Sep	2022	T3	sept.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Worker	Travailleurs qualifiés	--
2015	Q3	Sep	2015	T3	sept.	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	260
2019	Q3	Aug	2019	T3	août	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	515
2020	Q3	Sep	2020	T3	sept.	Manitoba	Manitoba	Skilled Worker	Travailleurs qualifiés	15
2025	Q1	Mar	2025	T1	mars	Prince Edward Island	Île-du-Prince-Édouard	Skilled Worker	Travailleurs qualifiés	--
2019	Q1	Jan	2019	T1	janv.	Nova Scotia	Nouvelle-Écosse	Skilled Worker	Travailleurs qualifiés	15
2019	Q4	Nov	2019	T4	nov.	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	225
2021	Q3	Jul	2021	T3	juil.	British Columbia	Colombie-Britannique	Skilled Trade	Métiers spécialisés	10
2023	Q2	Jun	2023	T2	juin	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	605
2023	Q4	Oct	2023	T4	oct.	Alberta	Alberta	Provincial Nominee Program	Candidats des provinces ou des territoires	335
2022	Q1	Jan	2022	T1	janv.	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	165
2019	Q4	Nov	2019	T4	nov.	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	30
2021	Q3	Aug	2021	T3	août	Nova Scotia	Nouvelle-Écosse	Skilled Worker	Travailleurs qualifiés	--
2025	Q3	Jul	2025	T3	juil.	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2025	Q4	Oct	2025	T4	oct.	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience	Catégorie de l’expérience canadienne	--
2025	Q1	Mar	2025	T1	mars	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	1590
2025	Q2	May	2025	T2	mai	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	1620
2022	Q4	Nov	2022	T4	nov.	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	325
2023	Q1	Mar	2023	T1	mars	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	30
2021	Q1	Mar	2021	T1	mars	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	6120
2025	Q1	Feb	2025	T1	fév.	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	110
2024	Q1	Jan	2024	T1	janv.	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	1320
2024	Q1	Jan	2024	T1	janv.	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	55
2020	Q2	May	2020	T2	mai	Nova Scotia	Nouvelle-Écosse	Skilled Worker	Travailleurs qualifiés	--
2018	Q1	Mar	2018	T1	mars	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	700
2018	Q3	Jul	2018	T3	juil.	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	480
2017	Q4	Oct	2017	T4	oct.	New Brunswick	Nouveau-Brunswick	Canadian Experience	Catégorie de l’expérience canadienne	10
2025	Q3	Aug	2025	T3	août	Manitoba	Manitoba	Canadian Experience	Catégorie de l’expérience canadienne	30
2025	Q4	Nov	2025	T4	nov.	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	15
2020	Q4	Oct	2020	T4	oct.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	5
2021	Q1	Jan	2021	T1	janv.	Nova Scotia	Nouvelle-Écosse	Skilled Worker	Travailleurs qualifiés	5
2020	Q2	May	2020	T2	mai	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2018	Q3	Sep	2018	T3	sept.	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	340
2019	Q3	Jul	2019	T3	juil.	New Brunswick	Nouveau-Brunswick	Skilled Worker	Travailleurs qualifiés	20
2016	Q2	Jun	2016	T2	juin	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	300
2018	Q3	Aug	2018	T3	août	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	450
2021	Q1	Mar	2021	T1	mars	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	415
2025	Q1	Feb	2025	T1	fév.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Worker	Travailleurs qualifiés	--
2023	Q4	Nov	2023	T4	nov.	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	350
2025	Q1	Jan	2025	T1	janv.	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	270
2024	Q3	Sep	2024	T3	sept.	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	790
2018	Q3	Sep	2018	T3	sept.	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	260
2016	Q1	Mar	2016	T1	mars	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	--
2017	Q1	Jan	2017	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Trade	Métiers spécialisés	--
2017	Q4	Oct	2017	T4	oct.	Manitoba	Manitoba	Skilled Worker	Travailleurs qualifiés	50
2019	Q4	Nov	2019	T4	nov.	Nunavut	Nunavut	Skilled Worker	Travailleurs qualifiés	--
2025	Q2	Apr	2025	T2	avr.	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	330
2025	Q2	Apr	2025	T2	avr.	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	320
2023	Q4	Dec	2023	T4	déc.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Worker	Travailleurs qualifiés	--
2022	Q2	Apr	2022	T2	avr.	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	790
2019	Q1	Feb	2019	T1	fév.	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2022	Q2	Jun	2022	T2	juin	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	560
2023	Q1	Feb	2023	T1	fév.	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	5
2024	Q3	Sep	2024	T3	sept.	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	45
2024	Q2	Apr	2024	T2	avr.	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	35
2025	Q3	Jul	2025	T3	juil.	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	180
2023	Q2	May	2023	T2	mai	New Brunswick	Nouveau-Brunswick	Canadian Experience	Catégorie de l’expérience canadienne	15
2015	Q4	Oct	2015	T4	oct.	Ontario	Ontario	Skilled Trade	Métiers spécialisés	50
2017	Q1	Jan	2017	T1	janv.	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	815
2022	Q1	Feb	2022	T1	fév.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	20
2022	Q1	Jan	2022	T1	janv.	New Brunswick	Nouveau-Brunswick	Canadian Experience	Catégorie de l’expérience canadienne	55
2025	Q3	Sep	2025	T3	sept.	Nova Scotia	Nouvelle-Écosse	Skilled Worker	Travailleurs qualifiés	50
2017	Q1	Jan	2017	T1	janv.	New Brunswick	Nouveau-Brunswick	Skilled Worker	Travailleurs qualifiés	--
2024	Q1	Jan	2024	T1	janv.	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2026	Q1	Jan	2026	T1	janv.	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	3465
2024	Q2	May	2024	T2	mai	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	2475
2020	Q3	Aug	2020	T3	août	Nova Scotia	Nouvelle-Écosse	Skilled Worker	Travailleurs qualifiés	15
2017	Q2	Apr	2017	T2	avr.	New Brunswick	Nouveau-Brunswick	Skilled Worker	Travailleurs qualifiés	--
2018	Q2	Apr	2018	T2	avr.	Nova Scotia	Nouvelle-Écosse	Skilled Worker	Travailleurs qualifiés	25
2025	Q2	May	2025	T2	mai	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	1360
2020	Q4	Dec	2020	T4	déc.	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	55
2015	Q2	May	2015	T2	mai	Alberta	Alberta	Skilled Trade	Métiers spécialisés	10
2021	Q2	May	2021	T2	mai	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2017	Q4	Nov	2017	T4	nov.	Manitoba	Manitoba	Skilled Trade	Métiers spécialisés	--
2018	Q3	Jul	2018	T3	juil.	Prince Edward Island	Île-du-Prince-Édouard	Skilled Trade	Métiers spécialisés	--
2016	Q4	Nov	2016	T4	nov.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	--
2024	Q3	Aug	2024	T3	août	Nova Scotia	Nouvelle-Écosse	Skilled Worker	Travailleurs qualifiés	30
2017	Q3	Jul	2017	T3	juil.	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	120
2026	Q2	Apr	2026	T2	avr.	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	195
2018	Q4	Oct	2018	T4	oct.	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	125
2017	Q3	Aug	2017	T3	août	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	120
2022	Q4	Oct	2022	T4	oct.	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	35
